Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000207756,AT100,AT,100,Introduction to Automotive Technology,"AT 100 - Introduction to Automotive Technology,	 4 units 72 Lecture Hours, 144 Out-of-Class Hours = 216 Total Student Learning Hours  Introduction to theory, operation and maintenance of automotive systems. Includes fundamentals of math, measuring devices, fasteners, shop safety, careers and certifications, tools/equipment common to the automotive industry, environmental issues, classifications/applications of lubricants and resume writing. Environmental issues will be discussed. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) objectives, enabling students to prepare for Automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable. Grading: (P/NP Only). C-ID: (AUTO 110X)",AUTO,0948.00,094800,D,C,4,4,N,C,N,Y,,N,AUTO 110X ,NULL,CAT,100,Y,Y,Y,1,CAT-100,,
CCC000590855,AT102,AT,102,Engine Repair,"AT 102 - Engine Repair, 5 units 54 Lecture Hours, 108 Laboratory Hours, 108 Out-of-Class Hours = 270 Total Student Learning Hours  Materials fee required  Techniques involved in gasoline engine diagnosing and repair. Diagnosis of the engine's systems will be emphasized. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) objectives, enabling students to prepare for Automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,5,5,N,B,N,Y,,N,NULL,NULL,CAT,102,Y,Y,Y,1,CAT-102,,
CCC000336233,AT103,AT,103,Practical Laboratory,"AT 103 - Practical Laboratory, 0.50 to 2 units 0.5 Unit: 27 Laboratory Hours = 27 Total Student Learning Hours 1 Unit: 54 Laboratory Hours = 54 Total Student Learning Hours 1.5 Units: 81 Laboratory Hours = 81 Total Student Learning Hours 2 Units: 108 Laboratory Hours = 108 Total Student Learning Hours  Materials fee required  This course includes special automotive repair projects that are assigned to students, with emphasis on speed, accuracy, and quality work habits. Not repeatable.",AUTO,0948.00,094800,D,C,2,0.5,N,B,N,Y,,N,NULL,NULL,CAT,103,Y,Y,Y,1,CAT-103,,
CCC000344534,AT104,AT,104,Practical Lab (Auto Body),"AT 104 - Practical Lab (Auto Body), 0.50 to 2 units 0.5 Unit: 27 Laboratory Hours = 27 Total Student Learning Hours 1 Unit: 54 Laboratory Hours = 54 Total Student Learning Hours 1.5 Units: 81 Laboratory Hours = 81 Total Student Learning Hours 2 Units: 108 Laboratory Hours = 108 Total Student Learning Hours  Materials fee required  This course includes special auto body collision repair projects that are assigned to advanced students, with emphasis on speed, accuracy, and quality work habits. Completion of, or concurrent enrollment in three Automotive Technology units required. Exceptions to the units requirement will be considered on an individual basis. Field trips may be required. Not repeatable.",AUTO,0949.00,094900,D,C,2,0.5,N,B,N,Y,,N,NULL,NULL,CAT,104,Y,Y,Y,2,CAT-104,,
CCC000594529,AT105,AT,105,Automotive Braking Systems,"AT 105 - Automotive Braking Systems,	4 units 36 Lecture Hours, 108 Laboratory Hours, 72 Out-of-Class Hours = 216 Total Student Learning Hours  Materials fee required  This course covers the principles of operation and repair of automotive drum and disc brake systems. Also covered are anti-lock braking and traction control systems. The subjects covered allow for compliance with the National Automotive Technicians Education Foundation (NATEF) objectives, thus enabling students to prepare for automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable. C-ID: (ATUO 150X)",AUTO,0948.00,094800,D,C,4,4,N,C,N,Y,,N,ATUO 150X,NULL,CAT,105,Y,Y,Y,1,CAT-105,,
CCC000581253,AT106,AT,106,Engine Performance,"AT 106 - Engine Performance, 8 units 90 Lecture Hours, 162 Laboratory Hours, 180 Out-of-Class Hours = 432 Total Student Learning Hours  Materials fee required  Theory and operation of ignition systems, fuel systems, and on board computers. Use of hand-held meters, oscilloscopes, late model computerized analyzers, and four gas infrared analyzers will be covered. Advanced diagnostic techniques will be included. This course is designed to comply with the National Technicians Education Foundation (NATEF) objectives enabling students to prepare for Automotive Service Excellence (ASE) exams. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,8,8,N,C,N,Y,,N,NULL,NULL,CAT,106,Y,Y,Y,1,CAT-106,,
CCC000594644,AT112,AT,112,Heating and Air Conditioning,"AT 112 - Heating and Air Conditioning, 3 units 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  Fundamentals and theory of air conditioning (R12 and R134a), as well as techniques of service and diagnosis. Recycling refrigerant and handling of hazardous materials are also covered. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) objectives, enabling students to prepare for Automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,3,3,N,C,N,Y,,N,NULL,NULL,CAT,112,Y,Y,Y,1,CAT-112,,
CCC000594645,AT113,AT,113,Automotive Electrics,"AT 113 - Automotive Electrics, 7 units 90 Lecture Hours, 108 Laboratory Hours, 180 Out-of-Class Hours = 378 Total Student Learning Hours  Materials fee required  Fundamentals of electricity and electronics that apply to all automotive electrical and electronic systems. Electrical theory, lighting systems, and chassis electrical and electronic circuits, and charging and starting systems are included. Methods of diagnosis will be emphasized. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) objectives to enable students to prepare for Automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,7,7,N,C,N,Y,,N,NULL,NULL,CAT,113,Y,Y,Y,1,CAT-113,,
CCC000223071,AT120,AT,120,Suspension and Steering,"AT 120 - Suspension and Steering, 4 units 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  Materials fee required  Operations of automotive suspension and steering systems. Inspection, diagnosis, part replacement, and alignment procedures, wheel alignment and computerized alignment equipment. Emphasis will be placed on analyzing inspection results. This course is designed to comply with the National Automotive Technicians education Foundation (NATEF) objectives, enabling students to prepare for Automotive Service Excellence (ASE) certification. Field trips may be required. Not repeatable. C-ID: (AUTO 140X)",AUTO,0948.00,094800,D,C,4,4,N,C,N,Y,,N,AUTO 140X,NULL,CAT,120,Y,Y,Y,1,CAT-120,,
CCC000594646,AT122,AT,122,Manual Power Trains and Axles,"AT 122 - Manual Power Trains and Axles, 4 units 36 Lecture Hours, 108 Laboratory Hours, 72 Out-of-Class Hours = 216 Total Student Learning Hours  Materials fee required  Principles and operation of automotive power trains including diagnosis and overhaul of clutches, manual transmissions, and transfer cases. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) objectives enabling students to achieve Automotive Service Excellence (ASE)certification. Field trips may be required. Not repeatable. C-ID: (AUTO 130X)",AUTO,0948.00,094800,D,C,4,4,N,C,N,Y,,N,AUTO 130X,NULL,CAT,122,Y,Y,Y,1,CAT-122,,
CCC000551899,AT125,AT,125,Team-Managed Projects,"AT 125 - Team-Managed Projects, 3 units 27 Lecture Hours, 81 Laboratory Hours, 54 Out-of-Class Hours = 162 Total Student Learning Hours  Using a team-based format, students will solve problems using various principles and fundamentals in automotive technology and by following a Total Quality Management (TQM) process. Field trips may be required. Not repeatable. Grading: (P/NP Only).",AUTO,0948.00,094800,D,C,3,3,N,C,N,Y,,N,NULL,NULL,CAT,125,Y,Y,Y,1,CAT-125,,
CCC000594647,AT132,AT,132,Automatic Transmissions and Transaxles,"AT 132 - Automatic Transmissions and Transaxles, 3 units 18 Lecture Hours, 108 Laboratory Hours, 36 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  Principles and theories involved with the diagnosis, repair, and rebuilding of automatic transmissions and transaxles. This course is designed to comply with the National Automotive Technicians Education Foundation (NATEF) requirements, enabling students to prepare for certification. Field trips may be required. Not repeatable. C-ID: (AUTO 120X) ",AUTO,0948.00,094800,D,C,3,3,N,C,N,Y,,N,AUTO 120X ,NULL,CAT,132,Y,Y,Y,1,CAT-132,,
CCC000576594,AT141,AT,141,Smog Check Inspector and Repair,"AT 141 - Smog Check Inspector and Repair, 4 units 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  This course includes state required training for Smog Check inspector and Smog Check repair technician candidates. Note: Students are encouraged to contact Automotive Technology staff (on campus) or the Bureau of Automotive Repair for all licensing requirements. This course also serves as the Level III citation training. Not repeatable.",AUTO,0948.00,094800,D,C,4,4,N,C,N,Y,,N,NULL,NULL,CAT,141,Y,Y,Y,2,CAT-141,,
CCC000570608,AT150,AT,150,Soft Skills for the Industrial Trades,"AT 150 - Soft Skills for the Industrial Trades,	 2 units 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  This course covers the ""soft skills"" needed to succeed in a career that involves a shop environment. Topics include workplace communications, ethics, safety, customer service, pay models, self awareness of employee/employer expectations, and other attributes of a prosperous employee. Field trips may be required. Not repeatable.",AUTO,0501.00,050100,D,C,2,2,N,C,N,Y,,N,NULL,NULL,CAT,150,Y,Y,Y,2,CAT-150,,
CCC000527170,AT155,AT,155,Automotive Spray Refinishing I,"AT 155 - Automotive Spray Refinishing I, 2 units Prerequisite(s): AT 186 18 Lecture Hours, 54 Laboratory Hours, 36 Out-of-Class Hours = 108 Total Student Learning Hours  Materials fee required  Introduction to automobile spray painting. Study of materials, supplies and equipment. Experience in feather edging and application of base coats; spray techniques in spot blending and panel refinishing with a base coat and clear coat. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,2,2,N,C,N,Y,,N,NULL,NULL,CAT,155,Y,Y,Y,2,CAT-155,,
CCC000527594,AT156,AT,156,Automotive Spray Refinishing II,"AT 156 - Automotive Spray Refinishing II, 3 units Prerequisite(s): AT 155 18 Lecture Hours, 108 Laboratory Hours, 36 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  Advanced techniques in automotive refinishing with single stage, base/clear coat urethane paints, and estimate writing. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,3,3,N,B,N,Y,,N,NULL,NULL,CAT,156,Y,Y,Y,2,CAT-156,,
CCC000561897,AT160,AT,160,Exploring Technical Trades,"AT 160/WT 160 - Exploring Technical Trades,	 6 units 54 Lecture Hours, 162 Laboratory Hours, 108 Out-of-Class Hours = 324 Total Student Learning Hours  Materials fee required  Students will experience topics and engage in projects from the auto body/collision repair, automotive technology, and welding technology programs. Career and educational pathways will be emphasized. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,6,6,N,D,N,Y,,N,NULL,NULL,CAT,160,Y,Y,Y,2,CAT-160,,
CCC000587589,AT161,AT,161,Motorcycle Maintenance I,"AT 161 - Motorcycle Maintenance I,	3 units 36 Lecture Hours, 54 Laboratory Hours, 72 Out-of-Class Hours = 162 Total Student Learning Hours  Foundation knowledge and skills in primary motorcycle systems, maintenance schedules and inspections. Focus on identifying and conforming to manufacturers specifications. Not repeatable.",AUTO,0948.30,094830,D,C,3,3,N,D,N,Y,,N,NULL,NULL,CAT,161,Y,Y,Y,2,CAT-161,,
CCC000592482,AT170EE,AT,170EE,B.A.R. 2019 Update Training,"AT 170EE - B.A.R. 2019 Update Training, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  OBD II Mode review. The need, operation, and diagnostic strategies of all 10 Modes will be discussed. Successful completion of this course will satisfy Smog Check Technician license renewal and update training requirements. Not repeatable. Grading: (P/NP Only)",AUTO,0948.00,094800,D,C,1,1,N,B,N,Y,,N,NULL,NULL,CAT,170EE,Y,Y,Y,2,CAT-170EE,,
CCC000446344,AT180,AT,180,Small Engine Repair,"AT 180 - Small Engine Repair, 3 units 45 Lecture Hours, 27 Laboratory Hours, 90 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required.  Servicing, operation, and maintenance of small gasoline engines, garden and landscape equipment. The student will need safety glasses and a small engine to overhaul. Field trips may be required. Not repeatable.",AUTO,0948.00,094800,D,C,3,3,N,C,N,Y,,N,NULL,NULL,CAT,180,Y,Y,Y,2,CAT-180,,
CCC000317099,AT185,AT,185,Auto Body Collision Repair I,"AT 185 - Auto Body Collision Repair I, 2 units 27 Lecture Hours, 27 Laboratory Hours, 54 Out-of-Class Hours = 108 Total Student Learning Hours  Materials fee required  For beginning students in auto body collision repair work. Theory and study of the body sheet metal and structure. Theory and manipulative skills in oxy-acetylene welding, metal straightening,plastic filling and shrinking. Time allowing, students will learn basic proper removal and replacement of braking, engine, steering and suspension, and axle housing components as necessary to complete the auto body repair. Curriculum is aligned with the National Automotive Technician's Education Foundation (NATEF). Field trips may be required. Not repeatable.",AUTO,0949.00,094900,D,C,2,2,N,C,N,Y,,N,NULL,NULL,CAT,185,Y,Y,Y,2,CAT-185,,
CCC000296069,AT186,AT,186,Auto Body Collision Repair II,"AT 186 - Auto Body Collision Repair II, 2 units Recommended for Success: AT 185 27 Lecture Hours, 27 Laboratory Hours, 54 Out-of-Class Hours = 108 Total Student Learning Hours  Materials fee required  Advanced theory and study of body sheet metal and structure and manipulative skills in M.I.G. welding, sheet metal straightening, body alignment, making adjustments and refinishing equipment. Time allowing, students will learn basic removal and replacement of braking, engine, steering and suspension, and axle housing components as necessary to complete the auto body repair. Curriculum is aligned with the National Automotive Technician's Education Foundation (NATEF). Field trips may be required. Not repeatable.",AUTO,0949.00,094900,D,C,2,2,N,B,N,Y,,N,NULL,NULL,CAT,186,Y,Y,Y,2,CAT-186,,
CCC000446345,AT187,AT,187,Automotive Detailing,"AT 187 - Automotive Detailing,	1 unit 9 Lecture Hours, 27 Laboratory Hours, 18 Out-of-Class Hours = 54 Total Student Learning Hours  Materials fee required  This course is for beginning students in auto detailing work. Topics covered include the theory and study of the proper maintenance and restoring of the automobile exterior finish by use of proper cleaning materials and methods approved by the industry. Not repeatable.",AUTO,0949.00,094900,D,C,1,1,N,C,N,Y,,N,NULL,NULL,CAT,187,Y,Y,Y,2,CAT-187,,
CCC000590936,AT200,AT,200,Exploring Automotive Technology,"AT 200 - Exploring Automotive Technology, 3 units 27 Lecture Hours, 81 Laboratory Hours, 54 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  This course allows students to perform routine maintenance and services in a supervised environment. Emphasis will be placed on safety and information competency. This course is also an exploratory course for those who are interested in learning proper usage of automotive repair facilities, equipment and tools, and in pursuing an automotive technology career. Field trips may be required. Not repeatable. Grading: (P/NP Only).",AUTO,0948.00,094800,C,C,3,3,N,D,N,Y,,N,NULL,NULL,CAT,200,Y,Y,Y,2,CAT-200,,
